LineId,EventId,OriginalLog,TemplateGeneric,TemplateAnnotated,VariablesJson,Output,OutputTemplateGeneric,OutputTemplateAnnotated,OutputVariablesJson
494,E11,81110 103812 9115 INFO dfs.DataNode$PacketResponder: Received block blk_-5668584889663038916 of size 67108864 from /10.250.9.207,<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""103812"", ""PID"": ""9115"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-5668584889663038916"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.250.9.207""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<SRC_IP_ADDRESS>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103812"", ""PID"": ""9115"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-5668584889663038916"", ""SIZE"": ""67108864"", ""SRC_IP_ADDRESS"": ""10.250.9.207""}, ""original_log"": ""81110 103812 9115 INFO dfs.DataNode$PacketResponder: Received block blk_-5668584889663038916 of size 67108864 from /10.250.9.207""}",<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<SRC_IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""103812"", ""PID"": ""9115"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-5668584889663038916"", ""SIZE"": ""67108864"", ""SRC_IP_ADDRESS"": ""10.250.9.207""}"
495,E6,81110 103818 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.147:50010 is added to blk_5277338321835341602 size 67108864,<*> <*> <*> <*> <*>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>,"{""DATE"": ""81110"", ""TIME"": ""103818"", ""PID"": ""35"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.194.147"", ""PORT"": ""50010"", ""BLOCK_ID"": ""5277338321835341602"", ""SIZE"": ""67108864""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103818"", ""PID"": ""35"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.194.147"", ""PORT"": ""50010"", ""BLOCK_ID"": ""5277338321835341602"", ""SIZE"": ""67108864""}, ""original_log"": ""81110 103818 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.147:50010 is added to blk_5277338321835341602 size 67108864""}",<*> <*> <*> <*> <*>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>,"{""DATE"": ""81110"", ""TIME"": ""103818"", ""PID"": ""35"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.194.147"", ""PORT"": ""50010"", ""BLOCK_ID"": ""5277338321835341602"", ""SIZE"": ""67108864""}"
496,E9,81110 103819 19 INFO dfs.FSDataset: Deleting block blk_6973321719929905054 file /mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""103819"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""6973321719929905054"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir14"", ""BLOCK_ID_2"": ""6973321719929905054""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103819"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""6973321719929905054"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054""}, ""original_log"": ""81110 103819 19 INFO dfs.FSDataset: Deleting block blk_6973321719929905054 file /mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""103819"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""6973321719929905054"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054""}"
497,E9,81110 103821 19 INFO dfs.FSDataset: Deleting block blk_5948455948626091880 file /mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""103821"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""5948455948626091880"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir28"", ""BLOCK_ID_2"": ""5948455948626091880""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103821"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""5948455948626091880"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880""}, ""original_log"": ""81110 103821 19 INFO dfs.FSDataset: Deleting block blk_5948455948626091880 file /mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""103821"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""5948455948626091880"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880""}"
498,E6,81110 103827 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_-3684613761619321001 size 67108864,<*> <*> <*> <*> <*>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>,"{""DATE"": ""81110"", ""TIME"": ""103827"", ""PID"": ""26"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.75.49"", ""PORT"": ""50010"", ""BLOCK_ID"": ""-3684613761619321001"", ""SIZE"": ""67108864""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103827"", ""PID"": ""26"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.75.49"", ""PORT"": ""50010"", ""BLOCK_ID"": ""-3684613761619321001"", ""SIZE"": ""67108864""}, ""original_log"": ""81110 103827 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_-3684613761619321001 size 67108864""}",<*> <*> <*> <*> <*>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>,"{""DATE"": ""81110"", ""TIME"": ""103827"", ""PID"": ""26"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.75.49"", ""PORT"": ""50010"", ""BLOCK_ID"": ""-3684613761619321001"", ""SIZE"": ""67108864""}"
499,E9,81110 103840 19 INFO dfs.FSDataset: Deleting block blk_6497260538939100482 file /mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""6497260538939100482"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir46"", ""BLOCK_ID_2"": ""6497260538939100482""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""6497260538939100482"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482""}, ""original_log"": ""81110 103840 19 INFO dfs.FSDataset: Deleting block blk_6497260538939100482 file /mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""6497260538939100482"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482""}"
500,E10,81110 103840 9117 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6991853982611346454 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""9117"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""2"", ""BLOCK_ID"": ""-6991853982611346454""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <RESPONDER_ID> for block blk_<BLOCK_ID> terminating"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""9117"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""RESPONDER_ID"": ""2"", ""BLOCK_ID"": ""-6991853982611346454""}, ""original_log"": ""81110 103840 9117 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6991853982611346454 terminating""}",<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <RESPONDER_ID> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""103840"", ""PID"": ""9117"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""RESPONDER_ID"": ""2"", ""BLOCK_ID"": ""-6991853982611346454""}"
501,E7,81110 103850 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000056_0/part-00056. blk_6140788650991100539,<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /<FILE_PATH>/part-<PART_ID>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""103850"", ""PID"": ""32"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""FILE_PATH"": ""user/root/rand/_temporary/_task_200811101024_0001_m_000056_0"", ""PART_ID"": ""00056"", ""BLOCK_ID"": ""6140788650991100539""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<TASK_ID>_<JOB_ID>_<TASK_TYPE>_<TASK_NUMBER>_<PART_NUMBER>/part-<PART_NUMBER>. blk_<BLOCK_ID>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103850"", ""PID"": ""32"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""TASK_ID"": ""200811101024"", ""JOB_ID"": ""0001"", ""TASK_TYPE"": ""m"", ""TASK_NUMBER"": ""000056"", ""PART_NUMBER"": ""00056"", ""BLOCK_ID"": ""6140788650991100539""}, ""original_log"": ""81110 103850 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000056_0/part-00056. blk_6140788650991100539""}",<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<*>_<*>_<*>_<*>_<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<TASK_ID>_<JOB_ID>_<TASK_TYPE>_<TASK_NUMBER>_<PART_NUMBER>/part-<PART_NUMBER>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""103850"", ""PID"": ""32"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""TASK_ID"": ""200811101024"", ""JOB_ID"": ""0001"", ""TASK_TYPE"": ""m"", ""TASK_NUMBER"": ""000056"", ""PART_NUMBER"": ""00056"", ""BLOCK_ID"": ""6140788650991100539""}"
502,E9,81110 103922 19 INFO dfs.FSDataset: Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""103922"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""7754477838724397551"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir46"", ""BLOCK_ID_2"": ""7754477838724397551""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""103922"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7754477838724397551"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551""}, ""original_log"": ""81110 103922 19 INFO dfs.FSDataset: Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""103922"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7754477838724397551"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551""}"
503,E10,81110 104018 9085 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-3452734573703603740 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""104018"", ""PID"": ""9085"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""0"", ""BLOCK_ID"": ""-3452734573703603740""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <NUMBER> for block blk_<BLOCK_ID> terminating"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""104018"", ""PID"": ""9085"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""NUMBER"": ""0"", ""BLOCK_ID"": ""-3452734573703603740""}, ""original_log"": ""81110 104018 9085 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-3452734573703603740 terminating""}",<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <NUMBER> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""104018"", ""PID"": ""9085"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""NUMBER"": ""0"", ""BLOCK_ID"": ""-3452734573703603740""}"
504,E11,81110 104047 8882 INFO dfs.DataNode$PacketResponder: Received block blk_-4034227974316905164 of size 67108864 from /10.250.15.198,<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""104047"", ""PID"": ""8882"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-4034227974316905164"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.250.15.198""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<SRC_IP_ADDRESS>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""104047"", ""PID"": ""8882"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-4034227974316905164"", ""SIZE"": ""67108864"", ""SRC_IP_ADDRESS"": ""10.250.15.198""}, ""original_log"": ""81110 104047 8882 INFO dfs.DataNode$PacketResponder: Received block blk_-4034227974316905164 of size 67108864 from /10.250.15.198""}",<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<SRC_IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""104047"", ""PID"": ""8882"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-4034227974316905164"", ""SIZE"": ""67108864"", ""SRC_IP_ADDRESS"": ""10.250.15.198""}"
505,E7,81110 104224 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998,<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /<FILE_PATH>/part-<PART_ID>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""104224"", ""PID"": ""34"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""FILE_PATH"": ""user/root/rand/_temporary/_task_200811101024_0001_m_000346_0"", ""PART_ID"": ""00346"", ""BLOCK_ID"": ""-2016403519138424998""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<TASK_ID>_m_<TASK_NUMBER>_<PART_NUMBER>/part-<PART_ID>. blk_<BLOCK_ID>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""104224"", ""PID"": ""34"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""TASK_ID"": ""200811101024"", ""TASK_NUMBER"": ""0001"", ""PART_NUMBER"": ""000346"", ""PART_ID"": ""00346"", ""BLOCK_ID"": ""-2016403519138424998""}, ""original_log"": ""81110 104224 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998""}",<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<*>_m_<*>_<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_<TASK_ID>_m_<TASK_NUMBER>_<PART_NUMBER>/part-<PART_ID>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""104224"", ""PID"": ""34"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""TASK_ID"": ""200811101024"", ""TASK_NUMBER"": ""0001"", ""PART_NUMBER"": ""000346"", ""PART_ID"": ""00346"", ""BLOCK_ID"": ""-2016403519138424998""}"
506,E13,81110 104231 8978 INFO dfs.DataNode$DataXceiver: Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""104231"", ""PID"": ""8978"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""2972699288862031202"", ""SRC_IP_ADDRESS"": ""10.250.5.161"", ""SRC_PORT"": ""51077"", ""DEST_IP_ADDRESS"": ""10.250.5.161"", ""DEST_PORT"": ""50010""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""104231"", ""PID"": ""8978"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""2972699288862031202"", ""SRC_IP_ADDRESS"": ""10.250.5.161"", ""SRC_PORT"": ""51077"", ""DEST_IP_ADDRESS"": ""10.250.5.161"", ""DEST_PORT"": ""50010""}, ""original_log"": ""81110 104231 8978 INFO dfs.DataNode$DataXceiver: Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010""}",<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""104231"", ""PID"": ""8978"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""2972699288862031202"", ""SRC_IP_ADDRESS"": ""10.250.5.161"", ""SRC_PORT"": ""51077"", ""DEST_IP_ADDRESS"": ""10.250.5.161"", ""DEST_PORT"": ""50010""}"
